number_i,number_j,count,expected,null_lo,null_hi,z,sim_lo,sim_hi,source_dataset_version,analysis_version,through_draw,override_ref
5,46,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,47,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,48,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,49,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,50,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,51,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,52,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,53,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,54,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
5,55,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,7,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,8,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,9,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,10,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,11,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,12,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,13,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,14,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,15,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,16,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,17,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,18,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,19,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,20,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,21,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,22,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,23,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,24,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,25,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,26,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,27,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,28,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,29,17,12.02020202,6,19,1.443644966,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,30,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,31,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,32,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,33,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,34,18,12.02020202,6,19,1.733545273,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,35,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,36,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,37,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,38,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,39,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,40,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,41,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,42,5,12.02020202,6,19,-2.035158725,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,43,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,44,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,45,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,46,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,47,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,48,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,49,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,50,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,51,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,52,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,53,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,54,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
6,55,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,8,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,9,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,10,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,11,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,12,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,13,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,14,5,12.02020202,6,19,-2.035158725,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,15,4,12.02020202,6,19,-2.325059032,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,16,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,17,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,18,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,19,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,20,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,21,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,22,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,23,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,24,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,25,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,26,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,27,4,12.02020202,6,19,-2.325059032,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,28,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,29,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,30,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,31,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,32,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,33,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,34,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,35,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,36,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,37,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,38,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,39,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,40,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,41,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,42,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,43,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,44,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,45,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,46,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,47,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,48,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,49,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,50,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,51,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,52,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,53,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,54,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
7,55,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,9,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,10,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,11,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,12,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,13,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,14,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,15,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,16,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,17,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,18,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,19,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,20,17,12.02020202,6,19,1.443644966,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,21,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,22,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,23,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,24,17,12.02020202,6,19,1.443644966,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,25,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,26,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,27,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,28,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,29,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,30,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,31,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,32,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,33,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,34,21,12.02020202,6,19,2.603246196,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,35,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,36,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,37,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,38,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,39,19,12.02020202,6,19,2.023445581,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,40,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,41,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,42,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,43,18,12.02020202,6,19,1.733545273,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,44,19,12.02020202,6,19,2.023445581,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,45,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,46,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,47,18,12.02020202,6,19,1.733545273,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,48,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,49,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,50,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,51,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,52,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,53,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,54,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
8,55,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,10,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,11,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,12,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,13,21,12.02020202,6,19,2.603246196,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,14,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,15,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,16,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,17,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,18,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,19,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,20,17,12.02020202,6,19,1.443644966,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,21,18,12.02020202,6,19,1.733545273,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,22,17,12.02020202,6,19,1.443644966,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,23,19,12.02020202,6,19,2.023445581,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,24,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,25,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,26,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,27,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,28,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,29,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,30,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,31,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,32,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,33,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,34,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,35,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,36,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,37,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,38,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,39,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,40,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,41,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,42,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,43,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,44,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,45,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,46,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,47,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,48,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,49,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,50,18,12.02020202,6,19,1.733545273,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,51,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,52,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,53,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,54,25,12.02020202,6,19,3.762847426,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
9,55,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,11,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,12,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,13,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,14,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,15,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,16,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,17,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,18,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,19,17,12.02020202,6,19,1.443644966,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,20,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,21,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,22,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,23,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,24,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,25,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,26,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,27,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,28,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,29,19,12.02020202,6,19,2.023445581,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,30,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,31,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,32,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,33,5,12.02020202,6,19,-2.035158725,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,34,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,35,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,36,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,37,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,38,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,39,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,40,16,12.02020202,6,19,1.153744658,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,41,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,42,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,43,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,44,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,45,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,46,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,47,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,48,20,12.02020202,6,19,2.313345888,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,49,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,50,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,51,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,52,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,53,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,54,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
10,55,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,12,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,13,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,14,18,12.02020202,6,19,1.733545273,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,15,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,16,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,17,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,18,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,19,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,20,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,21,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
11,22,22,12.02020202,6,19,2.893146503,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
