metric,value,prob,source_dataset_version,analysis_version,through_draw,override_ref
max,11,8.692750091e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,12,1.59367085e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,13,2.732007172e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,14,4.439511654e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,15,6.905907017e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,16,0.0001035886053,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,17,0.0001506743349,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,18,0.0002134553078,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,19,0.0002955535031,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,20,0.0004011083256,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,21,0.0005348111008,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,22,0.0007019395699,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,23,0.0009083923845,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,24,0.001160723602,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,25,0.001466177182,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,26,0.001832721478,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,27,0.002269083734,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,28,0.002784784583,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,29,0.003390172536,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,30,0.00409645848,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,31,0.004915750177,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,32,0.005861086749,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,33,0.006946473184,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,34,0.008186914824,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,35,0.009598451863,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,36,0.01119819384,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,37,0.01300435414,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,38,0.01503628447,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,39,0.01731450939,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,40,0.01986076077,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,41,0.02269801231,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,42,0.02585051402,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,43,0.02934382672,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,44,0.03320485656,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,45,0.03746188945,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,46,0.04214462563,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,47,0.04728421412,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,48,0.05291328723,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,49,0.05906599505,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,50,0.06577803994,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,51,0.07308671104,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,52,0.08103091877,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,53,0.08965122927,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,54,0.09898989899,ds_cbdf3834368e,ds_16b6be697acb,01190,
max,55,0.1090909091,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,5,1.724752002e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,6,8.451284811e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,7,2.483642883e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,8,5.674434087e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,9,0.0001110740289,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,10,0.0001955868771,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,11,0.00031873417,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,12,0.0004894846182,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,13,0.0007171518825,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,14,0.001011222099,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,15,0.001381181403,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,16,0.001836343457,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,17,0.002385676969,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,18,0.003037633226,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,19,0.003799973611,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,20,0.004679597132,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,21,0.005682367947,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,22,0.006812942884,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,23,0.008074598974,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,24,0.009469060967,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,25,0.01099632887,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,26,0.01265450544,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,27,0.01443962376,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,28,0.01634547473,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,29,0.01836343457,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,30,0.0204822924,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,31,0.02268807774,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,32,0.024963888,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,33,0.02728971608,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,34,0.02964227781,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,35,0.03199483954,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,36,0.03431704564,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,37,0.03657474601,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,38,0.03872982364,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,39,0.04074002209,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,40,0.04255877308,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,41,0.04413502394,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,42,0.04541306517,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,43,0.04633235799,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,44,0.04682736181,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,45,0.04682736181,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,46,0.04625629642,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,47,0.04503258488,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,48,0.04306895472,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,49,0.04027226935,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,50,0.03654335552,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,51,0.03177683089,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,52,0.02586093152,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,53,0.01867733943,ds_cbdf3834368e,ds_16b6be697acb,01190,
range,54,0.0101010101,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,0,0.0102108768,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,1,0.07797396832,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,2,0.2288366462,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,3,0.3305418222,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,4,0.2479063667,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,5,0.09153465846,ds_cbdf3834368e,ds_16b6be697acb,01190,
odd_count,6,0.01299566139,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,0,0.01299566139,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,1,0.09153465846,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,2,0.2479063667,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,3,0.3305418222,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,4,0.2288366462,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,5,0.07797396832,ds_cbdf3834368e,ds_16b6be697acb,01190,
low_count,6,0.0102108768,ds_cbdf3834368e,ds_16b6be697acb,01190,
consecutive_pairs,0,0.5481503328,ds_cbdf3834368e,ds_16b6be697acb,01190,
consecutive_pairs,1,0.3654335552,ds_cbdf3834368e,ds_16b6be697acb,01190,
consecutive_pairs,2,0.07944207722,ds_cbdf3834368e,ds_16b6be697acb,01190,
consecutive_pairs,3,0.006761027849,ds_cbdf3834368e,ds_16b6be697acb,01190,
consecutive_pairs,4,0.0002112821203,ds_cbdf3834368e,ds_16b6be697acb,01190,
consecutive_pairs,5,1.724752002e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,1,0.1090909091,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,2,0.09898989899,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,3,0.08965122927,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,4,0.08103091877,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,5,0.07308671104,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,6,0.06577803994,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,7,0.05906599505,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,8,0.05291328723,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,9,0.04728421412,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,10,0.04214462563,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,11,0.03746188945,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,12,0.03320485656,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,13,0.02934382672,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,14,0.02585051402,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,15,0.02269801231,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,16,0.01986076077,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,17,0.01731450939,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,18,0.01503628447,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,19,0.01300435414,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,20,0.01119819384,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,21,0.009598451863,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,22,0.008186914824,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,23,0.006946473184,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,24,0.005861086749,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,25,0.004915750177,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,26,0.00409645848,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,27,0.003390172536,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,28,0.002784784583,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,29,0.002269083734,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,30,0.001832721478,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,31,0.001466177182,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,32,0.001160723602,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,33,0.0009083923845,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,34,0.0007019395699,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,35,0.0005348111008,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,36,0.0004011083256,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,37,0.0002955535031,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,38,0.0002134553078,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,39,0.0001506743349,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,40,0.0001035886053,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,41,6.905907017e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,42,4.439511654e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,43,2.732007172e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,44,1.59367085e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,45,8.692750091e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,46,4.346375046e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,47,1.931722242e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,48,7.243958409e-07,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,49,2.069702403e-07,ds_cbdf3834368e,ds_16b6be697acb,01190,
gap,50,3.449504004e-08,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,1,1.724752002e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,2,5.070770887e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,3,0.000324770802,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,4,0.00112402088,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,5,0.002810655863,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,6,0.005746873671,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,7,0.01023278115,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,8,0.01644430301,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,9,0.02437109074,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,10,0.03375443153,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,11,0.04402515723,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,12,0.0542487972,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,13,0.06319267118,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,14,0.06967342683,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,15,0.07299150473,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,16,0.07310482094,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,17,0.07047164206,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,18,0.06582222809,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,19,0.05993168257,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,20,0.0534483398,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,21,0.04685771745,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,22,0.04050200632,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,23,0.03460197467,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,24,0.02927887256,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,25,0.02457633623,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,26,0.0204822924,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,27,0.01695086268,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,28,0.01392392291,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,29,0.01134541867,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,30,0.009163607388,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,31,0.00733088591,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,32,0.005803618012,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,33,0.004541961923,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,34,0.003509697849,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,35,0.002674055504,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,36,0.002005541628,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,37,0.001477767516,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,38,0.001067276539,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,39,0.0007533716746,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,40,0.0005179430263,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,41,0.0003452953508,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,42,0.0002219755827,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,43,0.0001366003586,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,44,7.96835425e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,45,4.346375046e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,46,2.173187523e-05,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,47,9.658611212e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,48,3.621979205e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,49,1.034851201e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
max_gap,50,1.724752002e-07,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,1,0.4518496672,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,2,0.267186162,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,3,0.1485590991,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,4,0.07641410261,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,5,0.0355086768,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,6,0.01437322081,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,7,0.00477204384,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,8,0.001164380077,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,9,0.000165403717,ds_cbdf3834368e,ds_16b6be697acb,01190,
min_gap,10,7.243958409e-06,ds_cbdf3834368e,ds_16b6be697acb,01190,
