draw_id,draw_date,n1,n2,n3,n4,n5,n6,sum,min,max,range,odd_count,even_count,low_count,high_count,gap_1,gap_2,gap_3,gap_4,gap_5,consecutive_pairs,max_gap,min_gap,source_dataset_version,analysis_version,through_draw,override_ref
00388,2020-01-28,1,20,24,33,40,55,173,1,55,54,3,3,3,3,19,4,9,7,15,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00389,2020-01-30,12,18,28,30,47,50,185,12,50,38,1,5,2,4,6,10,2,17,3,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00390,2020-02-01,2,3,11,23,35,54,128,2,54,52,4,2,4,2,1,8,12,12,19,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00391,2020-02-04,6,10,20,47,52,55,190,6,55,49,2,4,3,3,4,10,27,5,3,0,27,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00392,2020-02-06,13,18,34,36,45,49,195,13,49,36,3,3,2,4,5,16,2,9,4,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00393,2020-02-08,9,12,19,25,41,54,160,9,54,45,4,2,4,2,3,7,6,16,13,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00394,2020-02-11,4,14,18,21,32,53,142,4,53,49,2,4,4,2,10,4,3,11,21,0,21,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00395,2020-02-13,25,28,32,34,35,39,193,25,39,14,3,3,1,5,3,4,2,1,4,1,4,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00396,2020-02-15,26,36,37,38,42,49,228,26,49,23,2,4,1,5,10,1,1,4,7,2,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00397,2020-02-18,27,32,36,37,47,48,227,27,48,21,3,3,1,5,5,4,1,10,1,2,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00398,2020-02-20,1,3,20,33,36,51,144,1,51,50,4,2,3,3,2,17,13,3,15,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00399,2020-02-22,7,24,32,49,51,54,217,7,54,47,3,3,2,4,17,8,17,2,3,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00400,2020-02-25,5,13,21,36,39,48,162,5,48,43,4,2,3,3,8,8,15,3,9,0,15,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00401,2020-02-27,3,11,21,29,47,55,166,3,55,52,6,0,3,3,8,10,8,18,8,0,18,8,ds_cbdf3834368e,ds_16b6be697acb,01190,
00402,2020-02-29,9,17,23,26,51,54,180,9,54,45,4,2,4,2,8,6,3,25,3,0,25,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00403,2020-03-03,14,15,31,40,43,49,192,14,49,35,4,2,2,4,1,16,9,3,6,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00404,2020-03-05,8,9,34,40,41,54,186,8,54,46,2,4,2,4,1,25,6,1,13,2,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00405,2020-03-07,5,11,21,30,40,48,155,5,48,43,3,3,3,3,6,10,9,10,8,0,10,6,ds_cbdf3834368e,ds_16b6be697acb,01190,
00406,2020-03-10,23,25,30,36,45,52,211,23,52,29,3,3,2,4,2,5,6,9,7,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00407,2020-03-12,2,14,19,24,27,34,120,2,34,32,2,4,5,1,12,5,5,3,7,0,12,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00408,2020-03-14,12,20,25,38,39,40,174,12,40,28,2,4,3,3,8,5,13,1,1,2,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00409,2020-03-17,1,14,18,43,49,50,175,1,50,49,3,3,3,3,13,4,25,6,1,1,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00410,2020-03-19,3,35,41,42,43,49,213,3,49,46,5,1,1,5,32,6,1,1,6,2,32,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00411,2020-03-21,10,12,14,17,29,53,135,10,53,43,3,3,4,2,2,2,3,12,24,0,24,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00412,2020-03-24,3,9,20,21,33,52,138,3,52,49,4,2,4,2,6,11,1,12,19,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00413,2020-03-26,7,8,11,31,35,36,128,7,36,29,4,2,3,3,1,3,20,4,1,2,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00414,2020-03-28,1,10,11,13,27,55,117,1,55,54,5,1,5,1,9,1,2,14,28,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00415,2020-03-31,12,19,40,41,43,53,208,12,53,41,4,2,2,4,7,21,1,2,10,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00416,2020-04-25,4,18,24,30,53,55,184,4,55,51,2,4,3,3,14,6,6,23,2,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00417,2020-04-28,4,6,10,16,30,46,112,4,46,42,0,6,4,2,2,4,6,14,16,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00418,2020-04-30,12,31,32,33,39,41,188,12,41,29,4,2,1,5,19,1,1,6,2,2,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00419,2020-05-02,2,6,9,16,43,53,129,2,53,51,3,3,4,2,4,3,7,27,10,0,27,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00420,2020-05-05,1,4,13,15,18,20,71,1,20,19,3,3,6,0,3,9,2,3,2,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00421,2020-05-07,9,19,28,30,32,54,172,9,54,45,2,4,2,4,10,9,2,2,22,0,22,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00422,2020-05-09,18,19,30,39,45,46,197,18,46,28,3,3,2,4,1,11,9,6,1,2,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00423,2020-05-12,1,8,25,34,38,44,150,1,44,43,2,4,3,3,7,17,9,4,6,0,17,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00424,2020-05-14,7,23,29,47,51,55,212,7,55,48,6,0,2,4,16,6,18,4,4,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00425,2020-05-16,19,35,38,49,52,55,248,19,55,36,4,2,1,5,16,3,11,3,3,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00426,2020-05-19,5,15,16,19,49,55,159,5,55,50,5,1,4,2,10,1,3,30,6,1,30,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00427,2020-05-21,2,15,22,25,30,46,140,2,46,44,2,4,4,2,13,7,3,5,16,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00428,2020-05-23,4,13,27,47,50,55,196,4,55,51,4,2,3,3,9,14,20,3,5,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00429,2020-05-26,11,12,23,24,34,47,151,11,47,36,3,3,4,2,1,11,1,10,13,2,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00430,2020-05-28,1,4,8,21,44,49,127,1,49,48,3,3,4,2,3,4,13,23,5,0,23,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00431,2020-05-30,12,13,41,42,48,53,209,12,53,41,3,3,2,4,1,28,1,6,5,2,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00432,2020-06-02,4,19,31,42,48,55,199,4,55,51,3,3,2,4,15,12,11,6,7,0,15,6,ds_cbdf3834368e,ds_16b6be697acb,01190,
00433,2020-06-04,6,12,16,34,39,54,161,6,54,48,1,5,3,3,6,4,18,5,15,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00434,2020-06-06,8,12,24,32,35,51,162,8,51,43,2,4,3,3,4,12,8,3,16,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00435,2020-06-09,1,3,8,22,42,48,124,1,48,47,2,4,4,2,2,5,14,20,6,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00436,2020-06-11,3,21,25,32,35,52,168,3,52,49,4,2,3,3,18,4,7,3,17,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00437,2020-06-13,7,9,11,30,43,53,153,7,53,46,5,1,3,3,2,2,19,13,10,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00438,2020-06-16,2,15,16,23,33,54,143,2,54,52,3,3,4,2,13,1,7,10,21,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00439,2020-06-18,5,18,27,45,50,54,199,5,54,49,3,3,3,3,13,9,18,5,4,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00440,2020-06-20,5,9,33,43,44,50,184,5,50,45,4,2,2,4,4,24,10,1,6,1,24,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00441,2020-06-23,2,18,28,46,52,54,200,2,54,52,0,6,2,4,16,10,18,6,2,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00442,2020-06-25,9,10,12,19,27,40,117,9,40,31,3,3,5,1,1,2,7,8,13,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00443,2020-06-27,2,6,38,47,50,53,196,2,53,51,2,4,2,4,4,32,9,3,3,0,32,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00444,2020-06-30,5,11,18,19,20,21,94,5,21,16,4,2,6,0,6,7,1,1,1,3,7,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00445,2020-07-02,4,10,20,38,48,53,173,4,53,49,1,5,3,3,6,10,18,10,5,0,18,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00446,2020-07-04,3,9,10,18,29,45,114,3,45,42,4,2,4,2,6,1,8,11,16,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00447,2020-07-07,7,24,32,35,48,50,196,7,50,43,2,4,2,4,17,8,3,13,2,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00448,2020-07-09,3,10,11,17,26,54,121,3,54,51,3,3,5,1,7,1,6,9,28,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00449,2020-07-11,3,4,6,14,20,38,85,3,38,35,1,5,5,1,1,2,8,6,18,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00450,2020-07-14,5,22,32,34,43,51,187,5,51,46,3,3,2,4,17,10,2,9,8,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00451,2020-07-16,2,5,11,20,24,32,94,2,32,30,2,4,5,1,3,6,9,4,8,0,9,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00452,2020-07-18,3,13,22,28,30,53,149,3,53,50,3,3,3,3,10,9,6,2,23,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00453,2020-07-21,6,14,31,37,38,44,170,6,44,38,2,4,2,4,8,17,6,1,6,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00454,2020-07-23,4,12,31,47,49,52,195,4,52,48,3,3,2,4,8,19,16,2,3,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00455,2020-07-25,2,19,21,34,54,55,185,2,55,53,3,3,3,3,17,2,13,20,1,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00456,2020-07-28,3,11,20,34,44,54,166,3,54,51,2,4,3,3,8,9,14,10,10,0,14,8,ds_cbdf3834368e,ds_16b6be697acb,01190,
00457,2020-07-30,6,7,16,26,29,54,138,6,54,48,2,4,4,2,1,9,10,3,25,1,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00458,2020-08-01,13,18,29,30,40,47,177,13,47,34,3,3,2,4,5,11,1,10,7,1,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00459,2020-08-04,10,15,20,21,32,51,149,10,51,41,3,3,4,2,5,5,1,11,19,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00460,2020-08-06,2,5,21,24,26,27,105,2,27,25,3,3,6,0,3,16,3,2,1,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00461,2020-08-08,3,12,24,26,36,43,144,3,43,40,2,4,4,2,9,12,2,10,7,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00462,2020-08-11,2,12,33,39,52,53,191,2,53,51,3,3,2,4,10,21,6,13,1,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00463,2020-08-13,3,25,28,44,49,54,203,3,54,51,3,3,2,4,22,3,16,5,5,0,22,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00464,2020-08-15,1,11,29,30,41,51,163,1,51,50,5,1,2,4,10,18,1,11,10,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00465,2020-08-18,22,41,44,46,51,52,256,22,52,30,2,4,1,5,19,3,2,5,1,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00466,2020-08-20,14,18,28,32,33,36,161,14,36,22,1,5,2,4,4,10,4,1,3,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00467,2020-08-22,1,20,24,26,35,51,157,1,51,50,3,3,4,2,19,4,2,9,16,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00468,2020-08-25,21,35,36,38,44,47,221,21,47,26,3,3,1,5,14,1,2,6,3,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00469,2020-08-29,1,4,14,28,35,53,135,1,53,52,3,3,3,3,3,10,14,7,18,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00470,2020-09-01,11,22,24,47,49,53,206,11,53,42,4,2,3,3,11,2,23,2,4,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00471,2020-09-03,7,9,18,22,35,54,145,7,54,47,3,3,4,2,2,9,4,13,19,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00472,2020-09-05,9,12,19,22,31,46,139,9,46,37,3,3,4,2,3,7,3,9,15,0,15,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00473,2020-09-08,22,47,48,52,53,55,277,22,55,33,3,3,1,5,25,1,4,1,2,2,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00474,2020-09-10,18,25,27,37,45,50,202,18,50,32,4,2,3,3,7,2,10,8,5,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00475,2020-09-12,20,21,24,30,31,44,170,20,44,24,2,4,3,3,1,3,6,1,13,2,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00476,2020-09-15,13,14,15,17,26,53,138,13,53,40,4,2,5,1,1,1,2,9,27,2,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00477,2020-09-17,1,5,28,43,44,53,174,1,53,52,4,2,2,4,4,23,15,1,9,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00478,2020-09-19,4,7,8,29,31,41,120,4,41,37,4,2,3,3,3,1,21,2,10,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00479,2020-09-22,5,8,15,18,36,45,127,5,45,40,3,3,4,2,3,7,3,18,9,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00480,2020-09-24,12,28,41,42,52,53,228,12,53,41,2,4,1,5,16,13,1,10,1,2,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00481,2020-09-26,7,10,13,15,40,48,133,7,48,41,3,3,4,2,3,3,2,25,8,0,25,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00482,2020-09-29,1,6,7,13,30,55,112,1,55,54,4,2,4,2,5,1,6,17,25,1,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00483,2020-10-01,3,6,7,19,38,54,127,3,54,51,3,3,4,2,3,1,12,19,16,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00484,2020-10-03,12,14,22,23,39,44,154,12,44,32,2,4,4,2,2,8,1,16,5,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00485,2020-10-06,11,14,29,32,33,40,159,11,40,29,3,3,2,4,3,15,3,1,7,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00486,2020-10-08,10,18,20,21,26,51,146,10,51,41,2,4,5,1,8,2,1,5,25,1,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00487,2020-10-10,5,10,47,50,53,54,219,5,54,49,3,3,2,4,5,37,3,3,1,1,37,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00488,2020-10-13,12,19,28,29,52,53,193,12,53,41,3,3,2,4,7,9,1,23,1,2,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
