period_type,period,partial,number,count,n_draws,expected,null_lo,null_hi,z,source_dataset_version,analysis_version,through_draw,override_ref
quarter,2022-Q4,False,14,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,15,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,16,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,17,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,18,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,19,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,20,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,21,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,22,8,40,4.363636364,1,9,1.844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,23,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,24,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,25,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,26,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,27,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,28,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,29,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,30,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,31,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,32,0,40,4.363636364,1,9,-2.213133341,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,33,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,34,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,35,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,36,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,37,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,38,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,39,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,40,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,41,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,42,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,43,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,44,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,45,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,46,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,47,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,48,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,49,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,50,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,51,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,52,9,40,4.363636364,1,9,2.351454174,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,53,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,54,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2022-Q4,False,55,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,1,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,2,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,3,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,4,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,5,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,6,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,7,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,8,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,9,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,10,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,11,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,12,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,13,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,14,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,15,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,16,1,37,4.036363636,1,8,-1.601186589,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,17,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,18,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,19,1,37,4.036363636,1,8,-1.601186589,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,20,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,21,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,22,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,23,7,37,4.036363636,1,8,1.562834814,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,24,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,25,2,37,4.036363636,1,8,-1.073849688,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,26,1,37,4.036363636,1,8,-1.601186589,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,27,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,28,2,37,4.036363636,1,8,-1.073849688,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,29,7,37,4.036363636,1,8,1.562834814,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,30,7,37,4.036363636,1,8,1.562834814,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,31,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,32,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,33,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,34,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,35,2,37,4.036363636,1,8,-1.073849688,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,36,2,37,4.036363636,1,8,-1.073849688,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,37,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,38,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,39,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,40,2,37,4.036363636,1,8,-1.073849688,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,41,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,42,0,37,4.036363636,1,8,-2.128523489,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,43,7,37,4.036363636,1,8,1.562834814,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,44,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,45,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,46,2,37,4.036363636,1,8,-1.073849688,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,47,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,48,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,49,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,50,6,37,4.036363636,1,8,1.035497914,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,51,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,52,4,37,4.036363636,1,8,-0.01917588729,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,53,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,54,5,37,4.036363636,1,8,0.5081610132,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q1,False,55,3,37,4.036363636,1,8,-0.5465127878,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,1,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,2,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,3,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,4,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,5,0,39,4.254545455,1,8,-2.185294077,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,6,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,7,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,8,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,9,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,10,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,11,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,12,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,13,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,14,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,15,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,16,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,17,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,18,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,19,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,20,1,39,4.254545455,1,8,-1.67165658,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,21,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,22,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,23,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,24,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,25,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,26,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,27,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,28,9,39,4.254545455,1,8,2.437443394,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,29,1,39,4.254545455,1,8,-1.67165658,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,30,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,31,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,32,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,33,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,34,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,35,8,39,4.254545455,1,8,1.923805897,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,36,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,37,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,38,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,39,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,40,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,41,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,42,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,43,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,44,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,45,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,46,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,47,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,48,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,49,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,50,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,51,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,52,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,53,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,54,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q2,False,55,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,1,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,2,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,3,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,4,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,5,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,6,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,7,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,8,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,9,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,10,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,11,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,12,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,13,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,14,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,15,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,16,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,17,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,18,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,19,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,20,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,21,0,40,4.363636364,1,9,-2.213133341,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,22,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,23,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,24,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,25,8,40,4.363636364,1,9,1.844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,26,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,27,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,28,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,29,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,30,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,31,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,32,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,33,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,34,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,35,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,36,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,37,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,38,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,39,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,40,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,41,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,42,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,43,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,44,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,45,9,40,4.363636364,1,9,2.351454174,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,46,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,47,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,48,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,49,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,50,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,51,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,52,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,53,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,54,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q3,False,55,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,1,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,2,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,3,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,4,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,5,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,6,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,7,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,8,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,9,9,39,4.254545455,1,8,2.437443394,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,10,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,11,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,12,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2023-Q4,False,13,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
