period_type,period,partial,number,count,n_draws,expected,null_lo,null_hi,z,source_dataset_version,analysis_version,through_draw,override_ref
quarter,2019-Q3,False,24,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,25,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,26,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,27,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,28,0,39,4.254545455,1,8,-2.185294077,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,29,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,30,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,31,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,32,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,33,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,34,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,35,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,36,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,37,0,39,4.254545455,1,8,-2.185294077,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,38,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,39,9,39,4.254545455,1,8,2.437443394,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,40,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,41,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,42,6,39,4.254545455,1,8,0.8965309035,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,43,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,44,2,39,4.254545455,1,8,-1.158019084,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,45,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,46,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,47,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,48,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,49,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,50,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,51,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,52,7,39,4.254545455,1,8,1.4101684,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,53,4,39,4.254545455,1,8,-0.1307440901,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,54,5,39,4.254545455,1,8,0.3828934067,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q3,False,55,3,39,4.254545455,1,8,-0.6443815869,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,1,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,2,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,3,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,4,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,5,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,6,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,7,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,8,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,9,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,10,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,11,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,12,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,13,0,40,4.363636364,1,9,-2.213133341,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,14,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,15,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,16,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,17,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,18,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,19,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,20,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,21,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,22,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,23,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,24,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,25,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,26,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,27,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,28,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,29,7,40,4.363636364,1,9,1.337101393,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,30,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,31,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,32,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,33,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,34,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,35,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,36,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,37,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,38,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,39,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,40,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,41,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,42,8,40,4.363636364,1,9,1.844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,43,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,44,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,45,2,40,4.363636364,1,9,-1.19878056,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,46,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,47,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,48,5,40,4.363636364,1,9,0.3227486122,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,49,4,40,4.363636364,1,9,-0.1844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,50,10,40,4.363636364,1,9,2.858630565,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,51,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,52,3,40,4.363636364,1,9,-0.691604169,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,53,6,40,4.363636364,1,9,0.8299250028,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,54,1,40,4.363636364,1,9,-1.70595695,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2019-Q4,False,55,8,40,4.363636364,1,9,1.844277784,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,1,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,2,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,3,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,4,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,5,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,6,1,38,4.145454545,1,8,-1.636743556,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,7,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,8,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,9,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,10,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,11,8,38,4.145454545,1,8,2.005720426,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,12,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,13,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,14,8,38,4.145454545,1,8,2.005720426,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,15,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,16,1,38,4.145454545,1,8,-1.636743556,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,17,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,18,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,19,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,20,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,21,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,22,1,38,4.145454545,1,8,-1.636743556,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,23,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,24,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,25,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,26,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,27,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,28,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,29,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,30,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,31,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,32,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,33,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,34,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,35,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,36,7,38,4.145454545,1,8,1.485368429,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,37,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,38,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,39,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,40,7,38,4.145454545,1,8,1.485368429,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,41,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,42,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,43,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,44,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,45,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,46,1,38,4.145454545,1,8,-1.636743556,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,47,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,48,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,49,7,38,4.145454545,1,8,1.485368429,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,50,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,51,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,52,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,53,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,54,8,38,4.145454545,1,8,2.005720426,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q1,False,55,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,1,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,2,5,29,3.163636364,0,7,1.093827177,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,3,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,4,6,29,3.163636364,0,7,1.68947564,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,5,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,6,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,7,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,8,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,9,5,29,3.163636364,0,7,1.093827177,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,10,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,11,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,12,6,29,3.163636364,0,7,1.68947564,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,13,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,14,0,29,3.163636364,0,7,-1.884415137,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,15,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,16,5,29,3.163636364,0,7,1.093827177,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,17,0,29,3.163636364,0,7,-1.884415137,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,18,6,29,3.163636364,0,7,1.68947564,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,19,7,29,3.163636364,0,7,2.285124103,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,20,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,21,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,22,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,23,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,24,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,25,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,26,0,29,3.163636364,0,7,-1.884415137,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,27,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,28,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,29,1,29,3.163636364,0,7,-1.288766674,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,30,6,29,3.163636364,0,7,1.68947564,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,31,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,32,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,33,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,34,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,35,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,36,0,29,3.163636364,0,7,-1.884415137,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,37,0,29,3.163636364,0,7,-1.884415137,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,38,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,39,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,40,1,29,3.163636364,0,7,-1.288766674,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,41,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,42,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,43,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,44,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,45,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,46,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,47,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,48,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,49,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,50,4,29,3.163636364,0,7,0.4981787144,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,51,2,29,3.163636364,0,7,-0.6931182113,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,52,3,29,3.163636364,0,7,-0.09746974846,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,53,5,29,3.163636364,0,7,1.093827177,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,54,5,29,3.163636364,0,7,1.093827177,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q2,False,55,6,29,3.163636364,0,7,1.68947564,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,1,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,2,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,3,7,38,4.145454545,1,8,1.485368429,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,4,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,5,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,6,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,7,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,8,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,9,3,38,4.145454545,1,8,-0.5960395607,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,10,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,11,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,12,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,13,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,14,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,15,4,38,4.145454545,1,8,-0.07568756326,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,16,1,38,4.145454545,1,8,-1.636743556,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,17,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,18,6,38,4.145454545,1,8,0.9650164316,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,19,2,38,4.145454545,1,8,-1.116391558,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,20,7,38,4.145454545,1,8,1.485368429,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,21,5,38,4.145454545,1,8,0.4446644342,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,22,7,38,4.145454545,1,8,1.485368429,ds_cbdf3834368e,ds_16b6be697acb,01190,
quarter,2020-Q3,False,23,0,38,4.145454545,1,8,-2.157095553,ds_cbdf3834368e,ds_16b6be697acb,01190,
