number,count,n,p_null,p_raw,wilson_lo,wilson_hi,p_holm,interpretation,source_dataset_version,analysis_version,through_draw
1,26,1190,0.01818181818,0.3279077076,0.01495317585,0.03182142598,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
19,25,1190,0.01818181818,0.4464568527,0.01426989196,0.03082944554,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
20,29,1190,0.01818181818,0.1268326806,0.01702063815,0.03477975664,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
21,20,1190,0.01818181818,0.8280880633,0.01090577555,0.02581724036,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
22,25,1190,0.01818181818,0.4464568527,0.01426989196,0.03082944554,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
23,25,1190,0.01818181818,0.4464568527,0.01426989196,0.03082944554,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
24,18,1190,0.01818181818,0.5142641904,0.009589093966,0.0237833933,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
25,16,1190,0.01818181818,0.2761623178,0.00829286934,0.02172908928,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
26,17,1190,0.01818181818,0.3840958851,0.008938218399,0.02275900454,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
27,20,1190,0.01818181818,0.8280880633,0.01090577555,0.02581724036,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
28,26,1190,0.01818181818,0.3279077076,0.01495317585,0.03182142598,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
29,17,1190,0.01818181818,0.3840958851,0.008938218399,0.02275900454,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
30,14,1190,0.01818181818,0.1032545476,0.007020784246,0.01965064574,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
31,29,1190,0.01818181818,0.1268326806,0.01702063815,0.03477975664,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
32,15,1190,0.01818181818,0.1909152833,0.007653535736,0.02069315857,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
33,17,1190,0.01818181818,0.3840958851,0.008938218399,0.02275900454,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
34,24,1190,0.01818181818,0.5864659968,0.01358981942,0.02983425377,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
35,28,1190,0.01818181818,0.1586083744,0.01632870011,0.03379643036,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
36,22,1190,0.01818181818,0.9133511325,0.01224009102,0.02783345352,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
37,22,1190,0.01818181818,0.9133511325,0.01224009102,0.02783345352,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
38,16,1190,0.01818181818,0.2761623178,0.00829286934,0.02172908928,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
39,17,1190,0.01818181818,0.3840958851,0.008938218399,0.02275900454,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
40,29,1190,0.01818181818,0.1268326806,0.01702063815,0.03477975664,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
41,28,1190,0.01818181818,0.1586083744,0.01632870011,0.03379643036,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
42,16,1190,0.01818181818,0.2761623178,0.00829286934,0.02172908928,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
43,27,1190,0.01818181818,0.2322264175,0.01563949786,0.03281036828,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
44,19,1190,0.01818181818,0.6639223319,0.01024507064,0.02480268095,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
45,24,1190,0.01818181818,0.5864659968,0.01358981942,0.02983425377,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
46,23,1190,0.01818181818,0.7441053148,0.01291314887,0.02883565999,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
47,15,1190,0.01818181818,0.1909152833,0.007653535736,0.02069315857,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
48,23,1190,0.01818181818,0.7441053148,0.01291314887,0.02883565999,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
49,21,1190,0.01818181818,1,0.01157087969,0.02682740053,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
50,30,1190,0.01818181818,0.08100233998,0.01771517945,0.03576047965,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
51,21,1190,0.01818181818,1,0.01157087969,0.02682740053,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
52,24,1190,0.01818181818,0.5864659968,0.01358981942,0.02983425377,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
53,24,1190,0.01818181818,0.5864659968,0.01358981942,0.02983425377,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
54,20,1190,0.01818181818,0.8280880633,0.01090577555,0.02581724036,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
55,20,1190,0.01818181818,0.8280880633,0.01090577555,0.02581724036,1,parent not rejected; not interpreted,ds_aa8808303afa,ds_16b6be697acb,01190
