draw_id,draw_date,position,number,is_special
00258,2019-03-28,6,49,False
00258,2019-03-28,7,27,True
00259,2019-03-30,1,3,False
00259,2019-03-30,2,15,False
00259,2019-03-30,3,18,False
00259,2019-03-30,4,35,False
00259,2019-03-30,5,50,False
00259,2019-03-30,6,54,False
00259,2019-03-30,7,32,True
00260,2019-04-02,1,1,False
00260,2019-04-02,2,4,False
00260,2019-04-02,3,9,False
00260,2019-04-02,4,20,False
00260,2019-04-02,5,22,False
00260,2019-04-02,6,26,False
00260,2019-04-02,7,48,True
00261,2019-04-04,1,16,False
00261,2019-04-04,2,26,False
00261,2019-04-04,3,29,False
00261,2019-04-04,4,38,False
00261,2019-04-04,5,47,False
00261,2019-04-04,6,51,False
00261,2019-04-04,7,13,True
00262,2019-04-06,1,1,False
00262,2019-04-06,2,20,False
00262,2019-04-06,3,30,False
00262,2019-04-06,4,41,False
00262,2019-04-06,5,46,False
00262,2019-04-06,6,50,False
00262,2019-04-06,7,48,True
00263,2019-04-09,1,10,False
00263,2019-04-09,2,14,False
00263,2019-04-09,3,19,False
00263,2019-04-09,4,36,False
00263,2019-04-09,5,48,False
00263,2019-04-09,6,49,False
00263,2019-04-09,7,3,True
00264,2019-04-11,1,1,False
00264,2019-04-11,2,8,False
00264,2019-04-11,3,31,False
00264,2019-04-11,4,32,False
00264,2019-04-11,5,37,False
00264,2019-04-11,6,55,False
00264,2019-04-11,7,53,True
00265,2019-04-13,1,9,False
00265,2019-04-13,2,13,False
00265,2019-04-13,3,20,False
00265,2019-04-13,4,21,False
00265,2019-04-13,5,36,False
00265,2019-04-13,6,43,False
00265,2019-04-13,7,32,True
00266,2019-04-16,1,16,False
00266,2019-04-16,2,29,False
00266,2019-04-16,3,32,False
00266,2019-04-16,4,33,False
00266,2019-04-16,5,52,False
00266,2019-04-16,6,53,False
00266,2019-04-16,7,5,True
00267,2019-04-18,1,7,False
00267,2019-04-18,2,8,False
00267,2019-04-18,3,15,False
00267,2019-04-18,4,24,False
00267,2019-04-18,5,26,False
00267,2019-04-18,6,48,False
00267,2019-04-18,7,10,True
00268,2019-04-20,1,8,False
00268,2019-04-20,2,10,False
00268,2019-04-20,3,12,False
00268,2019-04-20,4,24,False
00268,2019-04-20,5,40,False
00268,2019-04-20,6,44,False
00268,2019-04-20,7,51,True
00269,2019-04-23,1,20,False
00269,2019-04-23,2,21,False
00269,2019-04-23,3,22,False
00269,2019-04-23,4,31,False
00269,2019-04-23,5,43,False
00269,2019-04-23,6,45,False
00269,2019-04-23,7,30,True
00270,2019-04-25,1,16,False
00270,2019-04-25,2,22,False
00270,2019-04-25,3,23,False
00270,2019-04-25,4,33,False
00270,2019-04-25,5,36,False
00270,2019-04-25,6,38,False
00270,2019-04-25,7,45,True
00271,2019-04-27,1,1,False
00271,2019-04-27,2,11,False
00271,2019-04-27,3,22,False
00271,2019-04-27,4,26,False
00271,2019-04-27,5,33,False
00271,2019-04-27,6,51,False
00271,2019-04-27,7,4,True
00272,2019-04-30,1,3,False
00272,2019-04-30,2,5,False
00272,2019-04-30,3,13,False
00272,2019-04-30,4,40,False
00272,2019-04-30,5,41,False
00272,2019-04-30,6,45,False
00272,2019-04-30,7,52,True
00273,2019-05-02,1,2,False
00273,2019-05-02,2,10,False
00273,2019-05-02,3,16,False
00273,2019-05-02,4,17,False
00273,2019-05-02,5,33,False
00273,2019-05-02,6,36,False
00273,2019-05-02,7,20,True
00274,2019-05-04,1,1,False
00274,2019-05-04,2,2,False
00274,2019-05-04,3,3,False
00274,2019-05-04,4,17,False
00274,2019-05-04,5,26,False
00274,2019-05-04,6,53,False
00274,2019-05-04,7,50,True
00275,2019-05-07,1,3,False
00275,2019-05-07,2,6,False
00275,2019-05-07,3,7,False
00275,2019-05-07,4,8,False
00275,2019-05-07,5,9,False
00275,2019-05-07,6,49,False
00275,2019-05-07,7,24,True
00276,2019-05-09,1,19,False
00276,2019-05-09,2,21,False
00276,2019-05-09,3,48,False
00276,2019-05-09,4,49,False
00276,2019-05-09,5,54,False
00276,2019-05-09,6,55,False
00276,2019-05-09,7,27,True
00277,2019-05-11,1,6,False
00277,2019-05-11,2,11,False
00277,2019-05-11,3,20,False
00277,2019-05-11,4,22,False
00277,2019-05-11,5,26,False
00277,2019-05-11,6,28,False
00277,2019-05-11,7,36,True
00278,2019-05-14,1,6,False
00278,2019-05-14,2,11,False
00278,2019-05-14,3,15,False
00278,2019-05-14,4,21,False
00278,2019-05-14,5,30,False
00278,2019-05-14,6,40,False
00278,2019-05-14,7,10,True
00279,2019-05-16,1,8,False
00279,2019-05-16,2,28,False
00279,2019-05-16,3,30,False
00279,2019-05-16,4,33,False
00279,2019-05-16,5,40,False
00279,2019-05-16,6,43,False
00279,2019-05-16,7,24,True
00280,2019-05-18,1,6,False
00280,2019-05-18,2,10,False
00280,2019-05-18,3,13,False
00280,2019-05-18,4,18,False
00280,2019-05-18,5,29,False
00280,2019-05-18,6,38,False
00280,2019-05-18,7,53,True
00281,2019-05-21,1,11,False
00281,2019-05-21,2,12,False
00281,2019-05-21,3,29,False
00281,2019-05-21,4,31,False
00281,2019-05-21,5,37,False
00281,2019-05-21,6,53,False
00281,2019-05-21,7,41,True
00282,2019-05-23,1,13,False
00282,2019-05-23,2,21,False
00282,2019-05-23,3,33,False
00282,2019-05-23,4,42,False
00282,2019-05-23,5,53,False
00282,2019-05-23,6,55,False
00282,2019-05-23,7,44,True
00283,2019-05-25,1,4,False
00283,2019-05-25,2,12,False
00283,2019-05-25,3,35,False
00283,2019-05-25,4,44,False
00283,2019-05-25,5,50,False
00283,2019-05-25,6,55,False
00283,2019-05-25,7,19,True
00284,2019-05-28,1,15,False
00284,2019-05-28,2,22,False
00284,2019-05-28,3,31,False
00284,2019-05-28,4,32,False
00284,2019-05-28,5,33,False
00284,2019-05-28,6,37,False
00284,2019-05-28,7,51,True
00285,2019-05-30,1,17,False
00285,2019-05-30,2,31,False
00285,2019-05-30,3,33,False
00285,2019-05-30,4,34,False
00285,2019-05-30,5,37,False
00285,2019-05-30,6,40,False
00285,2019-05-30,7,35,True
00286,2019-06-01,1,10,False
00286,2019-06-01,2,24,False
00286,2019-06-01,3,31,False
00286,2019-06-01,4,41,False
00286,2019-06-01,5,42,False
00286,2019-06-01,6,47,False
00286,2019-06-01,7,20,True
00287,2019-06-04,1,18,False
00287,2019-06-04,2,20,False
00287,2019-06-04,3,24,False
00287,2019-06-04,4,26,False
00287,2019-06-04,5,33,False
00287,2019-06-04,6,41,False
00287,2019-06-04,7,55,True
00288,2019-06-06,1,10,False
00288,2019-06-06,2,13,False
00288,2019-06-06,3,30,False
00288,2019-06-06,4,36,False
00288,2019-06-06,5,51,False
00288,2019-06-06,6,54,False
00288,2019-06-06,7,16,True
00289,2019-06-08,1,2,False
00289,2019-06-08,2,8,False
00289,2019-06-08,3,10,False
00289,2019-06-08,4,23,False
00289,2019-06-08,5,27,False
00289,2019-06-08,6,35,False
00289,2019-06-08,7,47,True
00290,2019-06-11,1,2,False
00290,2019-06-11,2,5,False
00290,2019-06-11,3,13,False
00290,2019-06-11,4,20,False
00290,2019-06-11,5,30,False
00290,2019-06-11,6,49,False
00290,2019-06-11,7,35,True
00291,2019-06-13,1,6,False
00291,2019-06-13,2,9,False
00291,2019-06-13,3,15,False
00291,2019-06-13,4,22,False
00291,2019-06-13,5,29,False
00291,2019-06-13,6,53,False
00291,2019-06-13,7,25,True
00292,2019-06-15,1,13,False
00292,2019-06-15,2,23,False
00292,2019-06-15,3,40,False
00292,2019-06-15,4,45,False
00292,2019-06-15,5,52,False
00292,2019-06-15,6,55,False
00292,2019-06-15,7,9,True
00293,2019-06-18,1,24,False
00293,2019-06-18,2,31,False
00293,2019-06-18,3,45,False
00293,2019-06-18,4,46,False
00293,2019-06-18,5,47,False
00293,2019-06-18,6,54,False
00293,2019-06-18,7,4,True
00294,2019-06-20,1,9,False
00294,2019-06-20,2,15,False
00294,2019-06-20,3,23,False
00294,2019-06-20,4,41,False
00294,2019-06-20,5,49,False
00294,2019-06-20,6,51,False
00294,2019-06-20,7,52,True
00295,2019-06-22,1,1,False
00295,2019-06-22,2,9,False
00295,2019-06-22,3,23,False
00295,2019-06-22,4,28,False
00295,2019-06-22,5,42,False
00295,2019-06-22,6,54,False
00295,2019-06-22,7,49,True
00296,2019-06-25,1,3,False
00296,2019-06-25,2,14,False
00296,2019-06-25,3,34,False
00296,2019-06-25,4,35,False
00296,2019-06-25,5,40,False
00296,2019-06-25,6,49,False
00296,2019-06-25,7,23,True
00297,2019-06-27,1,9,False
00297,2019-06-27,2,29,False
00297,2019-06-27,3,32,False
00297,2019-06-27,4,44,False
00297,2019-06-27,5,49,False
00297,2019-06-27,6,53,False
00297,2019-06-27,7,5,True
00298,2019-06-29,1,6,False
00298,2019-06-29,2,10,False
00298,2019-06-29,3,19,False
00298,2019-06-29,4,31,False
00298,2019-06-29,5,34,False
00298,2019-06-29,6,43,False
00298,2019-06-29,7,37,True
00299,2019-07-02,1,2,False
00299,2019-07-02,2,9,False
00299,2019-07-02,3,33,False
00299,2019-07-02,4,45,False
00299,2019-07-02,5,52,False
00299,2019-07-02,6,54,False
00299,2019-07-02,7,1,True
00300,2019-07-04,1,4,False
00300,2019-07-04,2,5,False
00300,2019-07-04,3,14,False
00300,2019-07-04,4,46,False
00300,2019-07-04,5,52,False
00300,2019-07-04,6,54,False
00300,2019-07-04,7,3,True
00301,2019-07-06,1,5,False
00301,2019-07-06,2,29,False
00301,2019-07-06,3,36,False
00301,2019-07-06,4,39,False
00301,2019-07-06,5,46,False
00301,2019-07-06,6,53,False
00301,2019-07-06,7,48,True
00302,2019-07-09,1,4,False
00302,2019-07-09,2,17,False
00302,2019-07-09,3,25,False
00302,2019-07-09,4,40,False
00302,2019-07-09,5,42,False
00302,2019-07-09,6,51,False
00302,2019-07-09,7,2,True
00303,2019-07-11,1,6,False
00303,2019-07-11,2,9,False
00303,2019-07-11,3,15,False
00303,2019-07-11,4,26,False
00303,2019-07-11,5,35,False
00303,2019-07-11,6,38,False
00303,2019-07-11,7,34,True
00304,2019-07-13,1,5,False
00304,2019-07-13,2,23,False
00304,2019-07-13,3,29,False
00304,2019-07-13,4,45,False
00304,2019-07-13,5,50,False
00304,2019-07-13,6,52,False
00304,2019-07-13,7,1,True
00305,2019-07-16,1,4,False
00305,2019-07-16,2,12,False
00305,2019-07-16,3,19,False
00305,2019-07-16,4,31,False
00305,2019-07-16,5,33,False
00305,2019-07-16,6,40,False
00305,2019-07-16,7,51,True
00306,2019-07-18,1,4,False
00306,2019-07-18,2,24,False
00306,2019-07-18,3,29,False
00306,2019-07-18,4,31,False
00306,2019-07-18,5,39,False
00306,2019-07-18,6,41,False
00306,2019-07-18,7,38,True
00307,2019-07-20,1,15,False
00307,2019-07-20,2,18,False
00307,2019-07-20,3,25,False
00307,2019-07-20,4,32,False
00307,2019-07-20,5,42,False
00307,2019-07-20,6,52,False
00307,2019-07-20,7,10,True
00308,2019-07-23,1,5,False
00308,2019-07-23,2,10,False
00308,2019-07-23,3,21,False
00308,2019-07-23,4,32,False
00308,2019-07-23,5,39,False
00308,2019-07-23,6,52,False
00308,2019-07-23,7,41,True
00309,2019-07-25,1,3,False
00309,2019-07-25,2,31,False
00309,2019-07-25,3,34,False
00309,2019-07-25,4,41,False
00309,2019-07-25,5,52,False
00309,2019-07-25,6,53,False
00309,2019-07-25,7,16,True
00310,2019-07-27,1,2,False
00310,2019-07-27,2,3,False
00310,2019-07-27,3,25,False
00310,2019-07-27,4,33,False
00310,2019-07-27,5,44,False
00310,2019-07-27,6,50,False
00310,2019-07-27,7,17,True
00311,2019-07-30,1,3,False
00311,2019-07-30,2,8,False
00311,2019-07-30,3,12,False
00311,2019-07-30,4,21,False
00311,2019-07-30,5,32,False
00311,2019-07-30,6,51,False
00311,2019-07-30,7,7,True
00312,2019-08-01,1,1,False
00312,2019-08-01,2,18,False
00312,2019-08-01,3,39,False
00312,2019-08-01,4,45,False
00312,2019-08-01,5,48,False
00312,2019-08-01,6,49,False
00312,2019-08-01,7,26,True
00313,2019-08-03,1,13,False
00313,2019-08-03,2,24,False
00313,2019-08-03,3,25,False
00313,2019-08-03,4,26,False
00313,2019-08-03,5,27,False
00313,2019-08-03,6,30,False
00313,2019-08-03,7,4,True
00314,2019-08-06,1,9,False
00314,2019-08-06,2,11,False
00314,2019-08-06,3,19,False
00314,2019-08-06,4,20,False
00314,2019-08-06,5,26,False
00314,2019-08-06,6,42,False
00314,2019-08-06,7,17,True
00315,2019-08-08,1,1,False
00315,2019-08-08,2,6,False
00315,2019-08-08,3,17,False
00315,2019-08-08,4,18,False
00315,2019-08-08,5,21,False
00315,2019-08-08,6,41,False
00315,2019-08-08,7,22,True
00316,2019-08-10,1,7,False
00316,2019-08-10,2,17,False
00316,2019-08-10,3,36,False
00316,2019-08-10,4,42,False
00316,2019-08-10,5,43,False
00316,2019-08-10,6,50,False
00316,2019-08-10,7,44,True
00317,2019-08-13,1,4,False
00317,2019-08-13,2,8,False
00317,2019-08-13,3,16,False
00317,2019-08-13,4,27,False
00317,2019-08-13,5,32,False
00317,2019-08-13,6,40,False
00317,2019-08-13,7,23,True
00318,2019-08-15,1,19,False
00318,2019-08-15,2,25,False
00318,2019-08-15,3,31,False
00318,2019-08-15,4,32,False
00318,2019-08-15,5,39,False
00318,2019-08-15,6,47,False
00318,2019-08-15,7,8,True
00319,2019-08-17,1,9,False
00319,2019-08-17,2,11,False
00319,2019-08-17,3,24,False
00319,2019-08-17,4,26,False
00319,2019-08-17,5,38,False
00319,2019-08-17,6,53,False
00319,2019-08-17,7,41,True
00320,2019-08-20,1,10,False
00320,2019-08-20,2,30,False
00320,2019-08-20,3,38,False
00320,2019-08-20,4,48,False
00320,2019-08-20,5,54,False
00320,2019-08-20,6,55,False
00320,2019-08-20,7,46,True
00321,2019-08-22,1,4,False
00321,2019-08-22,2,7,False
00321,2019-08-22,3,16,False
00321,2019-08-22,4,17,False
00321,2019-08-22,5,30,False
00321,2019-08-22,6,39,False
00321,2019-08-22,7,27,True
00322,2019-08-24,1,19,False
00322,2019-08-24,2,20,False
00322,2019-08-24,3,34,False
00322,2019-08-24,4,40,False
00322,2019-08-24,5,49,False
00322,2019-08-24,6,51,False
00322,2019-08-24,7,1,True
00323,2019-08-27,1,16,False
00323,2019-08-27,2,22,False
00323,2019-08-27,3,29,False
00323,2019-08-27,4,33,False
00323,2019-08-27,5,46,False
00323,2019-08-27,6,47,False
00323,2019-08-27,7,55,True
00324,2019-08-29,1,10,False
00324,2019-08-29,2,11,False
00324,2019-08-29,3,12,False
00324,2019-08-29,4,23,False
00324,2019-08-29,5,27,False
00324,2019-08-29,6,48,False
00324,2019-08-29,7,9,True
00325,2019-08-31,1,13,False
00325,2019-08-31,2,20,False
00325,2019-08-31,3,23,False
00325,2019-08-31,4,32,False
00325,2019-08-31,5,51,False
00325,2019-08-31,6,52,False
00325,2019-08-31,7,42,True
00326,2019-09-03,1,13,False
00326,2019-09-03,2,14,False
00326,2019-09-03,3,29,False
00326,2019-09-03,4,35,False
00326,2019-09-03,5,41,False
00326,2019-09-03,6,55,False
00326,2019-09-03,7,25,True
00327,2019-09-05,1,20,False
00327,2019-09-05,2,24,False
00327,2019-09-05,3,27,False
00327,2019-09-05,4,30,False
00327,2019-09-05,5,33,False
00327,2019-09-05,6,45,False
00327,2019-09-05,7,21,True
00328,2019-09-07,1,7,False
00328,2019-09-07,2,17,False
00328,2019-09-07,3,31,False
00328,2019-09-07,4,35,False
00328,2019-09-07,5,38,False
00328,2019-09-07,6,46,False
00328,2019-09-07,7,16,True
00329,2019-09-10,1,6,False
00329,2019-09-10,2,9,False
00329,2019-09-10,3,19,False
00329,2019-09-10,4,39,False
00329,2019-09-10,5,50,False
00329,2019-09-10,6,54,False
00329,2019-09-10,7,37,True
00330,2019-09-12,1,18,False
00330,2019-09-12,2,29,False
00330,2019-09-12,3,32,False
00330,2019-09-12,4,33,False
00330,2019-09-12,5,45,False
00330,2019-09-12,6,49,False
00330,2019-09-12,7,40,True
00331,2019-09-14,1,10,False
00331,2019-09-14,2,36,False
00331,2019-09-14,3,42,False
00331,2019-09-14,4,44,False
00331,2019-09-14,5,45,False
00331,2019-09-14,6,54,False
00331,2019-09-14,7,14,True
00332,2019-09-17,1,3,False
00332,2019-09-17,2,14,False
00332,2019-09-17,3,26,False
00332,2019-09-17,4,38,False
00332,2019-09-17,5,43,False
00332,2019-09-17,6,47,False
00332,2019-09-17,7,10,True
00333,2019-09-19,1,2,False
00333,2019-09-19,2,8,False
00333,2019-09-19,3,22,False
00333,2019-09-19,4,34,False
00333,2019-09-19,5,39,False
00333,2019-09-19,6,41,False
00333,2019-09-19,7,13,True
00334,2019-09-21,1,2,False
00334,2019-09-21,2,5,False
00334,2019-09-21,3,23,False
00334,2019-09-21,4,30,False
00334,2019-09-21,5,42,False
00334,2019-09-21,6,45,False
00334,2019-09-21,7,34,True
00335,2019-09-24,1,12,False
00335,2019-09-24,2,33,False
00335,2019-09-24,3,39,False
00335,2019-09-24,4,40,False
00335,2019-09-24,5,48,False
00335,2019-09-24,6,53,False
00335,2019-09-24,7,35,True
00336,2019-09-26,1,7,False
00336,2019-09-26,2,12,False
00336,2019-09-26,3,38,False
00336,2019-09-26,4,43,False
00336,2019-09-26,5,51,False
00336,2019-09-26,6,55,False
00336,2019-09-26,7,15,True
00337,2019-09-28,1,4,False
00337,2019-09-28,2,8,False
00337,2019-09-28,3,21,False
00337,2019-09-28,4,23,False
00337,2019-09-28,5,40,False
00337,2019-09-28,6,43,False
00337,2019-09-28,7,44,True
00338,2019-10-01,1,5,False
00338,2019-10-01,2,22,False
00338,2019-10-01,3,38,False
00338,2019-10-01,4,41,False
00338,2019-10-01,5,47,False
00338,2019-10-01,6,49,False
00338,2019-10-01,7,29,True
00339,2019-10-03,1,4,False
00339,2019-10-03,2,7,False
00339,2019-10-03,3,8,False
00339,2019-10-03,4,26,False
00339,2019-10-03,5,37,False
00339,2019-10-03,6,44,False
00339,2019-10-03,7,29,True
00340,2019-10-05,1,10,False
00340,2019-10-05,2,29,False
00340,2019-10-05,3,30,False
00340,2019-10-05,4,31,False
00340,2019-10-05,5,37,False
00340,2019-10-05,6,51,False
00340,2019-10-05,7,50,True
00341,2019-10-08,1,8,False
00341,2019-10-08,2,36,False
00341,2019-10-08,3,39,False
00341,2019-10-08,4,43,False
00341,2019-10-08,5,48,False
00341,2019-10-08,6,50,False
00341,2019-10-08,7,40,True
00342,2019-10-10,1,4,False
00342,2019-10-10,2,17,False
00342,2019-10-10,3,42,False
00342,2019-10-10,4,51,False
00342,2019-10-10,5,53,False
00342,2019-10-10,6,55,False
00342,2019-10-10,7,29,True
00343,2019-10-12,1,21,False
00343,2019-10-12,2,39,False
00343,2019-10-12,3,48,False
00343,2019-10-12,4,51,False
00343,2019-10-12,5,53,False
00343,2019-10-12,6,55,False
00343,2019-10-12,7,5,True
00344,2019-10-15,1,9,False
00344,2019-10-15,2,12,False
00344,2019-10-15,3,29,False
00344,2019-10-15,4,46,False
00344,2019-10-15,5,48,False
00344,2019-10-15,6,53,False
00344,2019-10-15,7,3,True
00345,2019-10-17,1,5,False
00345,2019-10-17,2,11,False
00345,2019-10-17,3,14,False
00345,2019-10-17,4,34,False
00345,2019-10-17,5,51,False
00345,2019-10-17,6,53,False
00345,2019-10-17,7,16,True
00346,2019-10-19,1,1,False
00346,2019-10-19,2,10,False
00346,2019-10-19,3,21,False
00346,2019-10-19,4,26,False
00346,2019-10-19,5,42,False
00346,2019-10-19,6,43,False
00346,2019-10-19,7,25,True
00347,2019-10-22,1,2,False
00347,2019-10-22,2,16,False
00347,2019-10-22,3,26,False
00347,2019-10-22,4,27,False
00347,2019-10-22,5,36,False
00347,2019-10-22,6,40,False
00347,2019-10-22,7,31,True
00348,2019-10-24,1,9,False
00348,2019-10-24,2,14,False
00348,2019-10-24,3,23,False
00348,2019-10-24,4,41,False
00348,2019-10-24,5,45,False
00348,2019-10-24,6,50,False
00348,2019-10-24,7,13,True
00349,2019-10-26,1,18,False
00349,2019-10-26,2,20,False
00349,2019-10-26,3,22,False
00349,2019-10-26,4,50,False
00349,2019-10-26,5,51,False
00349,2019-10-26,6,53,False
00349,2019-10-26,7,35,True
00350,2019-10-29,1,12,False
00350,2019-10-29,2,15,False
00350,2019-10-29,3,16,False
00350,2019-10-29,4,31,False
00350,2019-10-29,5,43,False
00350,2019-10-29,6,55,False
00350,2019-10-29,7,11,True
00351,2019-10-31,1,18,False
00351,2019-10-31,2,19,False
00351,2019-10-31,3,22,False
00351,2019-10-31,4,37,False
00351,2019-10-31,5,47,False
00351,2019-10-31,6,48,False
00351,2019-10-31,7,46,True
00352,2019-11-02,1,2,False
00352,2019-11-02,2,15,False
00352,2019-11-02,3,34,False
00352,2019-11-02,4,35,False
00352,2019-11-02,5,48,False
00352,2019-11-02,6,50,False
00352,2019-11-02,7,32,True
00353,2019-11-05,1,3,False
00353,2019-11-05,2,6,False
00353,2019-11-05,3,16,False
00353,2019-11-05,4,17,False
00353,2019-11-05,5,44,False
00353,2019-11-05,6,50,False
00353,2019-11-05,7,28,True
00354,2019-11-07,1,1,False
00354,2019-11-07,2,12,False
00354,2019-11-07,3,19,False
00354,2019-11-07,4,37,False
00354,2019-11-07,5,44,False
00354,2019-11-07,6,52,False
00354,2019-11-07,7,18,True
00355,2019-11-09,1,1,False
00355,2019-11-09,2,3,False
00355,2019-11-09,3,6,False
00355,2019-11-09,4,25,False
00355,2019-11-09,5,29,False
00355,2019-11-09,6,41,False
00355,2019-11-09,7,12,True
00356,2019-11-12,1,10,False
00356,2019-11-12,2,17,False
00356,2019-11-12,3,24,False
00356,2019-11-12,4,27,False
00356,2019-11-12,5,36,False
00356,2019-11-12,6,39,False
00356,2019-11-12,7,33,True
00357,2019-11-14,1,9,False
00357,2019-11-14,2,12,False
00357,2019-11-14,3,16,False
00357,2019-11-14,4,36,False
00357,2019-11-14,5,41,False
00357,2019-11-14,6,55,False
00357,2019-11-14,7,35,True
00358,2019-11-16,1,6,False
00358,2019-11-16,2,8,False
00358,2019-11-16,3,18,False
00358,2019-11-16,4,22,False
00358,2019-11-16,5,49,False
00358,2019-11-16,6,52,False
00358,2019-11-16,7,10,True
00359,2019-11-19,1,19,False
00359,2019-11-19,2,21,False
00359,2019-11-19,3,33,False
00359,2019-11-19,4,35,False
00359,2019-11-19,5,38,False
00359,2019-11-19,6,40,False
00359,2019-11-19,7,4,True
00360,2019-11-21,1,21,False
00360,2019-11-21,2,24,False
00360,2019-11-21,3,35,False
00360,2019-11-21,4,38,False
00360,2019-11-21,5,42,False
00360,2019-11-21,6,47,False
00360,2019-11-21,7,34,True
00361,2019-11-23,1,7,False
00361,2019-11-23,2,29,False
00361,2019-11-23,3,30,False
00361,2019-11-23,4,45,False
00361,2019-11-23,5,50,False
00361,2019-11-23,6,55,False
00361,2019-11-23,7,15,True
00362,2019-11-26,1,7,False
00362,2019-11-26,2,19,False
00362,2019-11-26,3,38,False
00362,2019-11-26,4,41,False
00362,2019-11-26,5,42,False
00362,2019-11-26,6,47,False
00362,2019-11-26,7,4,True
00363,2019-11-28,1,1,False
00363,2019-11-28,2,18,False
00363,2019-11-28,3,26,False
00363,2019-11-28,4,28,False
00363,2019-11-28,5,53,False
00363,2019-11-28,6,55,False
00363,2019-11-28,7,14,True
00364,2019-11-30,1,8,False
00364,2019-11-30,2,9,False
00364,2019-11-30,3,10,False
00364,2019-11-30,4,32,False
00364,2019-11-30,5,44,False
00364,2019-11-30,6,50,False
00364,2019-11-30,7,15,True
00365,2019-12-03,1,21,False
00365,2019-12-03,2,29,False
00365,2019-12-03,3,36,False
00365,2019-12-03,4,41,False
00365,2019-12-03,5,50,False
00365,2019-12-03,6,52,False
00365,2019-12-03,7,42,True
00366,2019-12-05,1,9,False
00366,2019-12-05,2,11,False
00366,2019-12-05,3,16,False
00366,2019-12-05,4,27,False
00366,2019-12-05,5,35,False
00366,2019-12-05,6,40,False
00366,2019-12-05,7,51,True
00367,2019-12-07,1,7,False
00367,2019-12-07,2,18,False
00367,2019-12-07,3,38,False
00367,2019-12-07,4,42,False
00367,2019-12-07,5,47,False
00367,2019-12-07,6,51,False
00367,2019-12-07,7,8,True
00368,2019-12-10,1,5,False
00368,2019-12-10,2,20,False
00368,2019-12-10,3,33,False
00368,2019-12-10,4,42,False
00368,2019-12-10,5,43,False
00368,2019-12-10,6,49,False
00368,2019-12-10,7,26,True
00369,2019-12-12,1,1,False
00369,2019-12-12,2,9,False
00369,2019-12-12,3,15,False
00369,2019-12-12,4,42,False
00369,2019-12-12,5,49,False
00369,2019-12-12,6,50,False
00369,2019-12-12,7,48,True
00370,2019-12-14,1,3,False
00370,2019-12-14,2,30,False
00370,2019-12-14,3,33,False
00370,2019-12-14,4,34,False
00370,2019-12-14,5,40,False
00370,2019-12-14,6,47,False
00370,2019-12-14,7,26,True
00371,2019-12-17,1,4,False
00371,2019-12-17,2,5,False
00371,2019-12-17,3,14,False
00371,2019-12-17,4,19,False
00371,2019-12-17,5,22,False
00371,2019-12-17,6,37,False
00371,2019-12-17,7,43,True
00372,2019-12-19,1,18,False
00372,2019-12-19,2,22,False
00372,2019-12-19,3,25,False
00372,2019-12-19,4,28,False
00372,2019-12-19,5,29,False
00372,2019-12-19,6,34,False
00372,2019-12-19,7,50,True
00373,2019-12-21,1,5,False
00373,2019-12-21,2,8,False
00373,2019-12-21,3,20,False
00373,2019-12-21,4,34,False
00373,2019-12-21,5,37,False
00373,2019-12-21,6,42,False
00373,2019-12-21,7,51,True
00374,2019-12-24,1,3,False
00374,2019-12-24,2,16,False
00374,2019-12-24,3,30,False
00374,2019-12-24,4,34,False
00374,2019-12-24,5,50,False
00374,2019-12-24,6,55,False
00374,2019-12-24,7,48,True
00375,2019-12-26,1,5,False
00375,2019-12-26,2,6,False
00375,2019-12-26,3,12,False
00375,2019-12-26,4,18,False
00375,2019-12-26,5,23,False
00375,2019-12-26,6,54,False
00375,2019-12-26,7,26,True
00376,2019-12-28,1,10,False
00376,2019-12-28,2,17,False
00376,2019-12-28,3,26,False
00376,2019-12-28,4,28,False
00376,2019-12-28,5,29,False
00376,2019-12-28,6,32,False
00376,2019-12-28,7,21,True
00377,2019-12-31,1,2,False
00377,2019-12-31,2,22,False
00377,2019-12-31,3,26,False
00377,2019-12-31,4,28,False
00377,2019-12-31,5,44,False
00377,2019-12-31,6,55,False
00377,2019-12-31,7,27,True
00378,2020-01-02,1,12,False
00378,2020-01-02,2,14,False
00378,2020-01-02,3,26,False
00378,2020-01-02,4,29,False
00378,2020-01-02,5,33,False
00378,2020-01-02,6,40,False
00378,2020-01-02,7,50,True
00379,2020-01-04,1,4,False
00379,2020-01-04,2,14,False
00379,2020-01-04,3,26,False
00379,2020-01-04,4,42,False
00379,2020-01-04,5,44,False
00379,2020-01-04,6,55,False
00379,2020-01-04,7,48,True
00380,2020-01-07,1,8,False
00380,2020-01-07,2,11,False
00380,2020-01-07,3,16,False
00380,2020-01-07,4,22,False
00380,2020-01-07,5,42,False
00380,2020-01-07,6,54,False
00380,2020-01-07,7,13,True
00381,2020-01-09,1,17,False
00381,2020-01-09,2,20,False
00381,2020-01-09,3,21,False
00381,2020-01-09,4,29,False
00381,2020-01-09,5,52,False
00381,2020-01-09,6,54,False
00381,2020-01-09,7,51,True
00382,2020-01-11,1,8,False
00382,2020-01-11,2,11,False
00382,2020-01-11,3,17,False
00382,2020-01-11,4,19,False
00382,2020-01-11,5,25,False
00382,2020-01-11,6,47,False
00382,2020-01-11,7,53,True
00383,2020-01-14,1,3,False
00383,2020-01-14,2,4,False
00383,2020-01-14,3,17,False
